N,K,T1,D1,T2,D2,T3,D3
75000,0,4.5107921951219524e-05,4.2725563636363624e-05,0.0001280777025963808,7.7532819354838699e-05,0.00028551590320121951,0.00014155794451530614
75000,300,4.9123932773109244e-05,4.0371998910675385e-05,8.7493261904761913e-05,5.162155782312926e-05,0.00029693637946428571,0.00012652105208333332
75000,600,3.6645193939393928e-05,3.2168889655172422e-05,7.6418701631701631e-05,4.8709566951566956e-05,0.00022060736268939395,0.00010806089182692309
75000,900,5.3827167582417586e-05,4.0779384615384623e-05,0.00010389282142857142,4.8067860465116272e-05,0.0002283019593596059,0.00010372276293103448
75000,1200,4.5680579670329677e-05,3.4769985562310032e-05,0.00010182994871794873,6.8689435028248592e-05,0.00021256351193633954,8.9498853448275839e-05
75000,1500,4.6451599999999994e-05,4.1811523404255318e-05,0.00011908652972972973,6.4875933811362374e-05,0.00025447384166666666,9.4884263888888871e-05
75000,1800,6.4350739316239324e-05,4.6267961538461546e-05,0.00012903331623931625,7.6177155482815072e-05,0.00030169595019157087,0.00012488956265769552
75000,2100,3.889531854838711e-05,4.048627865477008e-05,0.00016474949166666669,0.00012870159308176103,0.00026120453879310346,0.00013180271664167909
75000,2400,5.2617000000000001e-05,4.43907878787879e-05,0.00013413314814814814,7.4907555555555545e-05,0.00022695739583333336,0.00012503273522727275
75000,2700,5.1341343434343425e-05,3.6820806060606049e-05,0.00010722019191919193,6.3078832442067746e-05,0.00027381936324786328,0.0001482204801061008
75000,3000,5.8086758620689656e-05,3.6606089285714288e-05,0.00011818822015915119,6.7154766623207286e-05,0.000220071091954023,0.00010959542767295598
75000,3300,4.7194901754385961e-05,3.0576406882591096e-05,0.00011462411666666665,6.1401064102564081e-05,0.0002370821509803922,0.00011648453601440581
75000,3600,7.2506368131868142e-05,4.4103142218246871e-05,0.0001346389078341014,7.0262491420727542e-05,0.00034373217582417582,0.00017882023237179487
75000,3900,6.2207306756756751e-05,4.2449998275862059e-05,0.00014427953800675677,8.3028605811403516e-05,0.00028281092917054984,0.00013898155574712639
75000,4200,4.9259826309067689e-05,4.0540492975734359e-05,0.00014907323148148147,0.00010003079999999999,0.00021562594814814813,9.4335944927536198e-05
75000,4500,5.1599347052280311e-05,3.5754733699382293e-05,0.00014822279866518354,8.5016836021505374e-05,0.00023194631264367819,0.00010620056794871796
75000,4800,7.5888675381263613e-05,4.6091859243697477e-05,0.00014367592592592589,6.6022096801346763e-05,0.00022729616435185183,0.00010791166032608693
75000,5100,5.6097002089864159e-05,3.5177762626262629e-05,0.0001435234859913793,6.8261408749999982e-05,0.00026454773345759556,8.6425933197348335e-05
75000,5400,6.4389975817923193e-05,4.2465545263157888e-05,0.0001687739197907585,9.2377308097432508e-05,0.00029877926858108109,0.00014874076196808513
75000,5700,7.0892909090909103e-05,4.2657107672469399e-05,0.00019119412643678159,0.00010238941310344827,0.00024008070370370373,0.00012031989278752441
75000,6000,6.088241176470588e-05,4.2120686612576064e-05,0.00022827925411764708,0.00014562452250000001,0.00022798612170385398,0.00010306037106446779
75000,6300,6.1587025252525241e-05,4.2054862554112541e-05,0.00017764666845878138,9.6146417251051904e-05,0.0002161334348659004,9.8923379310344854e-05
75000,6600,6.806591245791247e-05,4.7229022727272746e-05,0.00016625538518518521,8.6746971929824586e-05,0.00023226349553001277,8.4291906498673715e-05
75000,6900,6.9514074270557029e-05,4.5950005444646096e-05,0.00022616715880893295,0.00012213610752688167,0.00030474232211538459,0.00015564146811224486
75000,7200,6.5822953065134091e-05,4.3864014434643136e-05,0.00023410533237547889,0.00013258429793103443,0.00021662778065134099,9.8069992986557576e-05
75000,7500,7.7438892307692307e-05,6.332570251177394e-05,0.00021111989047619046,9.2627059523809512e-05,0.00021524001250000001,0.00010359937916666667
75000,7800,5.6158781249999995e-05,3.8310321428571419e-05,0.00024240219791666669,0.00015179225000000002,0.00024403015221774189,0.00011049815398660981
75000,8100,5.6573227682227674e-05,4.056834190966266e-05,0.00017327262162162161,9.605707142857141e-05,0.00022029335495495501,0.00010436474285714284
75000,8400,6.2002518796992474e-05,2.9623999999999993e-05,0.00029614964039408872,0.00018063659070464774,0.00032307275892857145,0.00014253504464285715
75000,8700,9.8097809523809511e-05,6.4130613871635596e-05,0.00023217490322580646,0.00011420066989247313,0.00033505127999999997,0.00014100806846153844
75000,9000,7.6341256948383448e-05,4.7926292247386767e-05,0.00028070692144702841,8.021707350427349e-05,0.00032096863996554695,0.00018782708087679517
75000,9300,6.1556794871794868e-05,3.9792999999999997e-05,0.00021178367816091954,0.00010915520757268427,0.000229587623655914,0.00010592749440421333
75000,9600,5.7177448275862067e-05,3.6263406636304491e-05,0.00033543882112068969,0.00017089808630952385,0.00034390290147783253,0.00016857154285714287
75000,9900,8.0354145682267638e-05,4.6622878810975585e-05,0.00027236681467181472,0.00013966260532687655,0.00030126146199324324,0.00014279730385638299
75000,10200,7.2766511904761894e-05,4.4048208333333321e-05,0.00027716251190476187,0.00013060860992907797,0.00028859684523809519,0.00012418789743589737
75000,10500,6.0814363809523811e-05,4.3083626190476175e-05,0.00020964812571428574,0.00010609411428571421,0.0002427069006060606,0.00011151694696969695
75000,10800,6.4483197167755998e-05,4.1805655080213907e-05,0.00023301518518518516,0.00011695516628873771,0.00022943120191158895,0.00010185730376344082
75000,11100,5.8705752631578948e-05,3.2598166267942579e-05,0.00023785717674418603,0.00012081438039867113,0.00022843035624999999,0.00010637827232142861
75000,11400,7.2859960212201595e-05,4.6953483309143692e-05,0.00023163537513061648,0.00010833570377241804,0.00023959927075351215,0.0001150470300925926
75000,11700,7.3794444743935302e-05,4.3631321428571418e-05,0.00024968605188679244,0.00012613514622641508,0.00024284861438679246,8.5645190548780501e-05
75000,12000,8.1636144781144798e-05,4.8999781818181832e-05,0.00031801496296296299,0.00015790934000000002,0.00032166833333333332,0.00016161753363567647
75000,12300,8.4914188423645319e-05,5.3987956280788175e-05,0.00051998150000000004,0.00032323983232445525,0.00030307549553571428,0.00014787219451530613
75000,12600,6.2243245714285717e-05,4.5006585714285723e-05,0.00025669941806451615,0.00013139188551549653,0.00022589548258064514,0.00011048546543778801
75000,12900,6.7754774725274712e-05,3.9706301298701282e-05,0.00037421189160839161,0.00016038372727272731,0.00024213851856763925,0.00011792171408045975
75000,13200,7.4332933333333328e-05,5.1823180000000021e-05,0.00027009189047619048,0.00010725794603174603,0.00023441756666666666,0.00011286061666666668
75000,13500,6.5835380459770116e-05,4.5890812820512824e-05,0.00025946211076280042,0.00012142096620046622,0.00022524077490421459,0.0001087927264957265
75000,13800,6.7566066502463065e-05,4.146718338557995e-05,0.0002789222619047619,0.0001378487823129252,0.00026862846428571429,0.00012588232641196014
75000,14100,9.7174195238095224e-05,5.5423190733590713e-05,0.00057460038095238084,0.00030734888928571417,0.00031744168518518524,0.0001413742844759654
75000,14400,5.9213622619047611e-05,4.2829932467532462e-05,0.00047263543247126437,0.00018704652805949968,0.00024576364166666671,0.00012962866802721093
75000,14700,7.8689557017543857e-05,4.9030426315789456e-05,0.00028052516954022984,0.0001346596462068965,0.00023081970833333334,0.00010918539030612244
75000,15000,7.2067545534924837e-05,3.7107051282051274e-05,0.00030292396551724143,0.00015292103989181883,0.00028991206896551724,0.00011449589254210107
75000,15300,9.6176237037037021e-05,5.4953998575498563e-05,0.00037761223571428575,0.00017635916778975747,0.00032676809999999999,0.00014206575714285718
75000,15600,6.9550171568627438e-05,6.0175854901960772e-05,0.00038591282526881718,0.00022935770489844682,0.00030634991091954024,0.00015267295802098954
75000,15900,5.4190254629629638e-05,3.7792245981830892e-05,0.00054128049856321837,0.00031322629780564261,0.00022396915373563221,0.00011110518859957778
75000,16200,7.0295801288936628e-05,3.9874204797708555e-05,0.0003044152796052632,0.00013957080288461545,0.00023693184210526319,0.00011263487500000005
